Date,State,Dead,Injured,Total
7-Apr-17,North Carolina,3,1,4
7-Apr-17,Texas,5,0,5
7-Apr-17,Minnesota,4,1,5
7-Apr-17,Illinois,1,5,6
6-Apr-17,Louisiana,1,3,4
3-Apr-17,Pennsylvania,3,1,4
3-Apr-17,Texas,0,7,7
2-Apr-17,Illinois,2,4,6
2-Apr-17,Iowa,0,5,5
1-Apr-17,California,0,5,5
1-Apr-17,Florida,1,4,5
1-Apr-17,Oklahoma,2,3,5
30-Mar-17,Illinois,4,0,4
27-Mar-17,Florida,2,4,6
26-Mar-17,Ohio,2,2,4
26-Mar-17,Texas,2,4,6
26-Mar-17,Ohio,2,15,17
25-Mar-17,Tennessee,1,4,5
25-Mar-17,Michigan,1,3,4
25-Mar-17,Ohio,2,2,4
24-Mar-17,California,1,4,5
24-Mar-17,Missouri,1,6,7
22-Mar-17,Wisconsin,5,0,5
19-Mar-17,Kentucky,1,5,6
18-Mar-17,Michigan,3,2,5
15-Mar-17,Louisiana,3,1,4
10-Mar-17,Illinois,2,2,4
10-Mar-17,Louisiana,3,1,4
7-Mar-17,Illinois,0,4,4
5-Mar-17,Georgia,0,4,4
4-Mar-17,Kansas,1,4,5
4-Mar-17,California,0,4,4
3-Mar-17,Pennsylvania,0,4,4
3-Mar-17,California,0,5,5
28-Feb-17,Ohio,0,6,6
27-Feb-17,Virginia,0,4,4
26-Feb-17,Indiana,1,4,5
25-Feb-17,Ohio,2,3,5
25-Feb-17,Florida,1,4,5
22-Feb-17,New York,0,4,4
21-Feb-17,Ohio,0,4,4
21-Feb-17,Mississippi,4,0,4
20-Feb-17,Ohio,0,5,5
19-Feb-17,Virginia,1,3,4
18-Feb-17,Pennsylvania,0,4,4
18-Feb-17,Indiana,1,3,4
15-Feb-17,California,0,4,4
15-Feb-17,Illinois,3,2,5
12-Feb-17,Missouri,1,6,7
12-Feb-17,New York,1,3,4
12-Feb-17,Florida,0,5,5
11-Feb-17,Illinois,1,3,4
11-Feb-17,Tennessee,0,4,4
10-Feb-17,Louisiana,1,5,6
9-Feb-17,Mississippi,4,0,4
8-Feb-17,Ohio,1,4,5
7-Feb-17,South Carolina,0,4,4
7-Feb-17,Arkansas,1,4,5
6-Feb-17,Mississippi,4,0,4
31-Jan-17,Tennessee,0,4,4
31-Jan-17,District of Columbia,0,4,4
30-Jan-17,Minnesota,0,4,4
29-Jan-17,Louisiana,1,4,5
27-Jan-17,Washington,4,0,4
27-Jan-17,Tennessee,0,10,10
26-Jan-17,Georgia,2,3,5
25-Jan-17,Illinois,0,6,6
22-Jan-17,Texas,3,2,5
22-Jan-17,Illinois,0,4,4
22-Jan-17,Georgia,3,1,4
21-Jan-17,Georgia,0,6,6
21-Jan-17,Florida,0,5,5
21-Jan-17,Tennessee,2,2,4
20-Jan-17,Mississippi,1,4,5
20-Jan-17,California,0,4,4
16-Jan-17,Texas,0,4,4
16-Jan-17,Florida,0,8,8
15-Jan-17,Colorado,3,1,4
15-Jan-17,Mississippi,1,4,5
12-Jan-17,Missouri,3,2,5
12-Jan-17,California,2,2,4
11-Jan-17,New Jersey,1,3,4
11-Jan-17,Illinois,1,3,4
7-Jan-17,Michigan,1,3,4
6-Jan-17,California,2,2,4
6-Jan-17,Florida,5,6,11
4-Jan-17,California,3,1,4
3-Jan-17,Texas,0,4,4
1-Jan-17,Mississippi,0,5,5
1-Jan-17,Texas,1,3,4
1-Jan-17,Florida,0,7,7
